GEOID,latitude,longitude,MetroName_x,2011_Current$_GDP,2012_Current$_GDP,2013_Current$_GDP,2014_Current$_GDP,2015_Current$_GDP,2016_Current$_GDP,2016_Current$_Rank,2011_Real$09_GDP,2012_Real$09_GDP,2013_Real$09_GDP,2014_Real$09_GDP,2015_Real$09_GDP,2016_Real$09_GDP,2012_RealGDP%_Change,2013_RealGDP%_Change,2014_RealGDP%_Change,2015_RealGDP%_Change,2016_RealGDP%_Change,2016Rank,Natural resources and mining,Construction,Durable-goods manufacturing,Nondurable-goods manufacturing,Trade,Transportation and utilities,Information,"Finance, insurance, real estate, rental, and leasing",Professional and business services,"Educational services, health care, and social assistance","Arts, entertainment, recreation, accommodation, and food services","Other services, except government",Government,2010_Population_Actual,2010_Population_Estimate,2011_Population_Estimate,2012_Population_Estimate,2013_Population_Estimate,2014_Population_Estimate,2015_Population_Estimate,2016_Population_Estimate,ALand_SQMeters,AWater_SQMeters,ALand_SQMiles,AWater_SQMiles,latitude,longitude                                                                                                 
35660,41.792639,-86.741822,"Niles-Benton Harbor, MI","5,856","5,854","6,181","6,426","6,660","6,692",254,"5,750","5,623","5,834","5,929","6,007","5,996",-2.2,3.8,1.6,1.3,-0.2,277,0.37,0.04,-1.85,-0.13,0.64,0.32,0.09,0,-0.17,0.4,0.06,0,0.03,156813,156793,156518,156093,155501,155439,154629,154010,1470458178,2625533765,567.747,1013.724,41.792639,-86.741822
35840,27.364247,-82.319337,"North Port-Sarasota-Bradenton, FL","23,035","23,688","24,478","26,264","28,272","29,821",86,"22,480","22,600","22,914","24,106","25,357","26,245",0.5,1.4,5.2,5.2,3.5,54,-0.04,0.59,0.15,-0.15,0.31,0.03,0.1,0.7,1.13,0.49,-0.12,0.17,0.15,702281,703486,709039,720231,732157,748250,768013,788457,3364246958,826435641,1298.943,319.089,27.364247,-82.319337
35980,41.472651,-72.108633,"Norwich-New London, CT","14,525","14,561","14,465","14,219","15,009","15,854",151,"14,116","13,893","13,562","13,039","13,456","13,979",-1.6,-2.4,-3.9,3.2,3.9,40,0.04,0.26,0.52,2.76,0.18,0.19,0.15,-1.32,0.26,0,0.05,0.02,0.77,274055,274072,273226,274267,273405,272053,270639,269801,1722641876,276619712,665.116,106.803,41.472651,-72.108633
36100,29.202805,-82.0431,"Ocala, FL","7,008","7,166","7,065","7,477","7,826","8,380",223,"6,877","6,872","6,648","6,882","7,017","7,371",-0.1,-3.3,3.5,2,5,18,-0.12,0.52,0.31,-0.08,0.6,0.29,0.03,-0.19,2.47,0.58,0.16,0.21,0.26,331298,331437,332429,334294,335800,339079,343514,349020,4112985503,193293405,1588.033,74.631,29.202805,-82.0431
36140,39.086142,-74.847716,"Ocean City, NJ","4,348","4,389","4,748","4,967","4,995","5,205",305,"4,261","4,208","4,461","4,559","4,466","4,543",-1.2,6,2.2,-2,1.7,163,-0.09,0.69,-0.04,-0.1,0.54,0.19,0.01,1.44,-0.17,-0.32,-0.07,0.06,-0.4,97265,97267,96604,96460,95868,95417,94843,94430,651209688,955666476,251.433,368.985,39.086142,-74.847716
36220,31.865301,-102.542507,"Odessa, TX","8,006","10,010","11,106","11,865","10,157","8,718",219,"7,493","9,145","10,049","10,616","9,577","8,308",22,9.9,5.6,-9.8,-13.3,382,(D),-0.9,-0.79,-0.5,-2.73,-0.06,-0.22,-2.08,-0.46,(D),-0.43,-0.6,0.15,137130,137083,139689,144513,149651,154570,159689,157462,2325094451,10597923,897.724,4.092,31.865301,-102.542507
36260,41.621883,-113.043653,"Ogden-Clearfield, UT","21,127","20,900","21,647","22,511","23,972","24,973",101,"19,856","19,309","19,788","20,119","21,016","21,575",-2.8,2.5,1.7,4.5,2.7,92,-0.03,0.53,0.86,0.48,0.29,0.16,-0.08,(D),0.52,0.38,0.01,(D),0.25,597159,599866,606054,612811,622371,632055,642310,654417,18725460886,3639530112,7229.941,1405.23,41.621883,-113.043653
36420,35.430968,-97.506966,"Oklahoma City, OK","60,630","63,356","67,693","70,269","71,528","70,235",49,"57,265","59,137","61,798","63,172","67,172","65,666",3.3,4.5,2.2,6.3,-2.2,354,-2.21,-0.08,-0.48,0.06,(D),(D),(D),-0.2,0.09,0.13,0.03,(D),-0.05,1252987,1257950,1276680,1297834,1320579,1336784,1356965,1373211,14275025160,181554378,5511.618,70.099,35.430968,-97.506966
36500,46.935822,-122.830152,"Olympia-Tumwater, WA","9,527","9,675","10,005","10,283","10,867","11,486",185,"9,245","9,193","9,315","9,366","9,667","10,037",-0.6,1.3,0.5,3.2,3.8,46,0.19,0.2,0.04,0.12,0.17,0.43,0.38,-0.05,0.76,0.46,0.16,0.16,0.8,252264,253062,256516,258803,262536,265809,269183,275222,1869969897,133393179,721.999,51.503,46.935822,-122.830152
36540,41.290459,-95.99997,"Omaha-Council Bluffs, NE-IA","50,026","52,466","53,631","57,413","59,673","61,289",52,"48,683","49,826","49,900","52,287","53,054","53,621",2.3,0.1,4.8,1.5,1.1,205,0.01,0.05,-0.19,-0.09,0.31,-0.47,0.28,0.89,0.04,0.27,-0.01,0.02,-0.03,865350,868189,876903,885736,895484,904555,914268,924129,11266396052,148188348,4349.98,57.216,41.290459,-95.99997
36740,28.434348,-81.355876,"Orlando-Kissimmee-Sanford, FL","100,674","103,535","115,263","115,332","121,422","126,797",32,"98,899","99,420","108,654","106,542","109,345","111,767",0.5,9.3,-1.9,2.6,2.2,132,0,0.55,-0.04,-0.01,0.21,0.35,0.24,-0.89,1.09,0.24,0.22,0.12,0.13,2134411,2139507,2175702,2226473,2269622,2323059,2382132,2441257,9012049786,1377779539,3479.572,531.964,28.434348,-81.355876
36780,44.085707,-88.668149,"Oshkosh-Neenah, WI","8,692","8,981","9,007","9,324","9,788","10,191",197,"8,632","8,732","8,590","8,720","8,834","9,060",1.2,-1.6,1.5,1.3,2.6,103,0.03,0.04,-0.49,-0.11,0.34,-0.12,-0.05,0.22,2.9,-0.33,-0.02,0.03,0.12,166994,167061,167646,168764,169518,169701,169565,169886,1125314828,373176432,434.487,144.084,44.085707,-88.668149
36980,37.693723,-87.077058,"Owensboro, KY","5,015","4,908","5,239","5,373","5,526","5,588",289,"4,755","4,559","4,806","4,809","4,919","4,938",-4.1,5.4,0.1,2.3,0.4,246,(D),-0.54,-0.24,-0.38,0.49,-0.09,0.02,(D),-0.03,0.32,-0.03,-0.09,-0.15,114752,114782,115374,116078,116482,116604,117539,117959,2327090348,85986267,898.495,33.199,37.693723,-87.077058
37100,34.358741,-119.133143,"Oxnard-Thousand Oaks-Ventura, CA","43,832","45,688","47,680","48,820","49,198","48,517",60,"41,665","42,468","43,381","43,604","43,644","42,472",1.9,2.1,0.5,0.1,-2.7,357,-0.08,0,-0.12,-2.43,-0.12,-0.01,0.06,-0.45,0.1,0.2,-0.04,-0.05,0.27,823318,825320,830707,834519,839498,844078,847719,849738,4773381391,945947791,1843.013,365.232,34.358741,-119.133143
37340,28.298304,-80.700331,"Palm Bay-Melbourne-Titusville, FL","17,886","17,767","18,194","18,621","19,543","20,384",118,"17,648","17,222","17,333","17,420","17,895","18,382",-2.4,0.6,0.5,2.7,2.7,88,0.07,0.61,1.71,-0.02,-0.71,-0.26,-0.02,0.35,0.2,0.34,0.11,0.19,0.16,543376,544008,544456,547753,551299,557299,567934,579130,2629960540,1402786334,1015.433,541.619,28.298304,-80.700331
37460,30.101095,-85.474971,"Panama City, FL","6,901","6,968","7,605","7,889","8,145","8,277",224,"6,729","6,667","7,144","7,241","7,294","7,274",-0.9,7.1,1.4,0.7,-0.3,282,-0.02,0.28,0.1,0.11,0.46,-0.31,0.14,-2.35,0.86,0.26,-0.05,0.03,0.2,184715,185071,185311,187698,190782,194796,197821,199964,3398182520,1205718482,1312.046,465.531,30.101095,-85.474971
37620,39.141513,-81.46041,"Parkersburg-Vienna, WV","3,511","3,596","3,782","4,080","4,033","3,915",356,"3,376","3,372","3,477","3,674","3,675","3,511",-0.1,3.1,5.7,0,-4.4,372,-0.54,-0.87,-0.09,-1.25,-0.23,0.15,0.02,-0.64,-0.5,-0.16,-0.06,-0.06,-0.2,92673,92762,92605,92370,92323,92204,92094,91449,1550810383,33050972,598.771,12.761,39.141513,-81.46041
37860,30.655401,-87.161828,"Pensacola-Ferry Pass-Brent, FL","14,698","15,157","15,845","16,035","16,736","17,533",138,"14,276","14,430","14,817","14,658","14,956","15,383",1.1,2.7,-1.1,2,2.9,83,-0.01,0.42,0.02,0.08,0.43,0.35,-0.05,0.18,0.1,0.7,0.2,0.13,0.3,448991,451116,455437,462584,468431,472603,478086,485684,4321779039,983764582,1668.648,379.834,30.655401,-87.161828
37900,40.788255,-89.514745,"Peoria, IL","20,416","22,408","19,768","20,233","19,926","20,001",121,"20,134","21,494","18,509","18,531","17,707","17,449",6.8,-13.9,0.1,-4.4,-1.5,325,0.47,-0.24,-1.54,0,0.12,-0.04,0.17,0.08,-0.17,0.02,-0.08,-0.07,-0.18,379186,378947,379656,380386,381752,379869,377952,376246,6399733016,121934958,2470.951,47.079,40.788255,-89.514745
37980,39.89513,-75.312003,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","355,924","370,052","389,787","400,520","417,698","431,038",8,"346,289","352,056","363,869","366,687","375,200","381,332",1.7,3.4,0.8,2.3,1.6,169,0.02,0.09,-0.09,0.09,0,0.16,0.51,0.55,0.16,0.2,0.01,0.03,-0.1,5965343,5972049,5997026,6020631,6034367,6050799,6062303,6070500,11920145588,693341961,4602.394,267.701,39.89513,-75.312003
38060,33.185765,-112.067862,"Phoenix-Mesa-Scottsdale, AZ","186,384","195,629","199,872","209,567","220,087","230,070",16,"182,413","187,477","188,076","193,190","198,049","203,253",2.8,0.3,2.7,2.5,2.6,99,-0.19,0.24,0.08,-0.02,0.32,0.3,0.28,0.55,0.55,0.36,0.03,0.02,0.1,4192887,4205016,4248813,4325218,4396197,4479955,4567857,4661537,37723752759,86675785,14565.223,33.466,33.185765,-112.067862
38220,34.081208,-91.945729,"Pine Bluff, AR","3,158","3,205","3,173","3,098","2,961","2,931",374,"3,019","3,007","2,912","2,792","2,641","2,605",-0.4,-3.2,-4.1,-5.4,-1.4,321,-0.39,0.18,-0.14,0.04,(D),(D),-0.01,-0.21,0.38,-0.09,-0.01,-0.08,-0.14,100258,100079,99020,97372,95712,94753,93904,91962,5257911386,141461901,2030.091,54.619,34.081208,-91.945729
38300,40.434338,-79.828061,"Pittsburgh, PA","119,653","122,439","126,824","133,731","136,866","138,187",25,"115,313","116,075","118,174","122,356","126,536","126,663",0.7,1.8,3.5,3.4,0.1,263,0.97,-0.08,-0.05,-0.19,0.01,-0.07,0.1,-0.17,-0.31,-0.02,0,-0.04,-0.07,2356285,2357043,2359851,2361663,2361413,2357987,2351271,2342299,13678958451,157924987,5281.476,60.975,40.434338,-79.828061
38340,42.375314,-73.213948,"Pittsfield, MA","5,865","6,143","5,917","6,008","6,294","6,612",255,"5,729","5,856","5,521","5,476","5,574","5,717",2.2,-5.7,-0.8,1.8,2.6,104,0.01,(D),1.33,0.19,0.11,(D),0,0.69,0.26,-0.1,-0.09,0.07,-0.14,131219,131280,130515,130201,129409,128633,127671,126903,2400491048,50746697,926.835,19.593,42.375314,-73.213948
38540,42.692921,-112.228982,"Pocatello, ID","2,506","2,566","2,454","2,498","2,589","2,692",378,"2,427","2,435","2,290","2,281","2,310","2,367",0.3,-5.9,-0.4,1.2,2.5,107,0.66,1.32,0.08,0.22,0.83,-0.25,0.04,-0.11,-0.34,0.26,0.16,-0.08,-0.32,82839,83034,83584,83806,83467,83516,83911,84377,2880037048,91799953,1111.989,35.444,42.692921,-112.228982
38860,43.651417,-70.418375,"Portland-South Portland, ME","25,991","26,662","27,120","28,236","29,644","30,751",85,"25,453","25,536","25,484","25,997","26,613","27,036",0.3,-0.2,2,2.4,1.6,172,0.01,0.1,-0.01,-0.06,0.32,-0.16,0.13,0.29,0.69,0.11,0.08,0.05,0.05,514098,513920,516093,518295,520597,524030,526795,529657,5388280775,2011849387,2080.427,776.779,43.651417,-70.418375
38900,45.60062,-122.484346,"Portland-Vancouver-Hillsboro, OR-WA","148,812","144,551","143,130","148,023","157,533","164,466",20,"148,621","142,586","138,916","141,338","147,412","151,817",-4.1,-2.6,1.7,4.3,3,79,-0.01,0.36,0.96,-0.1,(D),(D),(D),(D),0.47,0.15,0.04,0.09,0.11,2226009,2232543,2260165,2288142,2312503,2346192,2384807,2424955,17311313130,356212910,6683.936,137.535,45.60062,-122.484346
38940,27.232699,-80.42677,"Port St. Lucie, FL","11,174","11,509","11,619","12,003","12,747","13,383",172,"10,910","11,039","10,922","11,017","11,441","11,837",1.2,-1.1,0.9,3.9,3.5,55,-0.05,0.89,0.05,-0.34,0.57,0.33,0.17,0.55,0.63,0.44,-0.28,0.27,0.24,424107,425264,428601,432671,437375,444274,454111,465208,2888882297,843124181,1115.404,325.532,27.232699,-80.42677
39140,34.631212,-112.577385,"Prescott, AZ","4,884","5,033","5,024","5,336","5,536","5,841",281,"4,683","4,743","4,690","4,893","4,963","5,138",1.3,-1.1,4.3,1.4,3.5,52,-1.21,0.13,0.98,0.03,0.68,0.13,0.26,0.6,0.41,0.99,0.28,0.13,0.12,211033,211139,211138,212350,215027,218405,221584,225562,21039920080,11501575,8123.559,4.441,34.631212,-112.577385
39300,41.701614,-71.289286,"Providence-Warwick, RI-MA","68,502","71,042","72,345","74,627","77,791","80,164",43,"66,814","67,866","67,811","68,531","69,710","70,519",1.6,-0.1,1.1,1.7,1.2,196,-0.02,0.17,0.16,-0.16,0.46,0.09,0.02,0.48,0.03,0,0.14,0.05,-0.27,1600852,1602537,1601851,1604242,1605670,1609551,1612574,1614750,4110362048,1681136832,1587.02,649.091,41.701614,-71.289286
39340,39.872067,-112.359059,"Provo-Orem, UT","15,996","16,879","17,948","19,138","21,535","23,251",109,"15,491","16,030","16,751","17,501","19,309","20,495",3.5,4.5,4.5,10.3,6.1,8,(D),0.88,-0.06,0.18,0.56,0.16,1.68,0.79,1.13,0.41,0.05,0.16,0.2,526810,530340,540980,550452,562641,571653,585362,603309,13973702153,400847890,5395.277,154.768,39.872067,-112.359059
39380,38.170658,-104.489892,"Pueblo, CO","4,273","4,454","4,417","4,631","4,694","4,858",324,"4,127","4,231","4,134","4,225","4,210","4,298",2.5,-2.3,2.2,-0.3,2.1,145,0.17,-0.17,-0.32,-0.08,0.6,0,0.2,-0.13,0.44,0.98,-0.12,0.21,0.33,159063,159521,159785,160397,160803,161350,163117,165123,6179911297,30284241,2386.077,11.693,38.170658,-104.489892
39460,26.868933,-81.941077,"Punta Gorda, FL","3,219","3,443","3,301","3,596","3,905","4,114",346,"3,103","3,245","3,056","3,271","3,484","3,608",4.6,-5.8,7,6.5,3.5,51,-0.08,0.63,0.11,0.07,0.7,0.09,0.33,0.18,0.58,0.26,0.27,0.19,0.24,159978,159935,159671,162937,165018,168595,173194,178465,1764034033,458806771,681.097,177.146,26.868933,-81.941077
39540,42.754075,-87.414676,"Racine, WI","7,351","7,640","7,535","7,649","7,933","7,949",232,"7,181","7,212","6,954","6,890","6,921","6,799",0.4,-3.6,-0.9,0.5,-1.8,341,0.02,0.22,-0.75,-1.48,0.38,0.06,0.05,-0.31,0.06,-0.15,-0.09,0.07,0.14,195408,195444,194942,194610,194775,194925,194917,195140,861267826,1190381792,332.537,459.609,42.754075,-87.414676
39580,35.756746,-78.460441,"Raleigh, NC","59,646","62,615","64,534","68,557","74,565","79,843",44,"58,462","59,932","60,609","63,116","67,196","70,737",2.5,1.1,4.1,6.5,5.3,14,0.03,0.24,0.13,0.17,0.5,0.2,0.47,1.71,1.21,0.37,0.04,0.13,0.06,1130490,1137392,1163097,1188670,1213875,1241724,1271381,1302946,5485858939,75685838,2118.102,29.222,35.756746,-78.460441
39660,44.195108,-102.916612,"Rapid City, SD","5,648","5,853","5,917","6,213","6,279","6,490",256,"5,492","5,559","5,499","5,642","5,568","5,637",1.2,-1.1,2.6,-1.3,1.2,190,0.07,0.46,-0.07,-0.05,0.03,0.03,0.03,-0.19,0.04,0.7,-0.03,0.04,0.18,134598,135062,136352,138642,141220,143345,144059,145661,20213700213,56143347,7804.554,21.677,44.195108,-102.916612
39740,40.413957,-75.92686,"Reading, PA","15,667","16,092","16,533","17,981","18,986","19,924",123,"15,102","15,263","15,502","16,505","17,142","17,800",1.1,1.6,6.5,3.9,3.8,43,0.26,0.12,0.04,-0.15,-0.24,0.48,0.08,3.1,-0.08,0.25,-0.02,0.09,-0.09,411442,411988,412676,413331,413687,414021,414635,414812,2218040257,24252061,856.39,9.364,40.413957,-75.92686
39820,40.760514,-122.043556,"Redding, CA","5,130","5,086","5,263","5,579","5,893","6,198",265,"4,990","4,844","4,905","5,081","5,252","5,430",-2.9,1.3,3.6,3.4,3.4,60,-0.18,0.5,0.18,0.12,0.64,0.38,0.06,-0.17,0.55,0.75,-0.01,0.04,0.5,177223,177320,177963,178430,179062,179717,179301,179631,9778188572,186530168,3775.38,72.02,40.760514,-122.043556
39900,40.500795,-119.731161,"Reno, NV","19,487","19,481","20,273","21,650","24,633","25,845",99,"19,106","18,691","19,089","19,968","22,113","22,748",-2.2,2.1,4.6,10.7,2.9,82,0.06,0.76,0.44,0.07,0.52,0.31,0.23,0.86,0.42,0.24,-1.17,-0.08,0.23,425417,426141,428836,432568,436773,442841,449427,457667,17004051224,623033216,6565.301,240.554,40.500795,-119.731161
40060,37.463462,-77.475177,"Richmond, VA","64,053","67,572","69,831","72,181","76,861","80,702",42,"62,508","64,269","65,101","65,769","68,190","69,987",2.8,1.3,1,3.7,2.6,97,0.01,0.1,(D),-0.7,(D),(D),-0.03,1.67,0.76,0.29,0.1,0.1,0.14,1208101,1210272,1219657,1233682,1246100,1258885,1270414,1281708,11852491242,327650578,4576.273,126.507,37.463462,-77.475177
40140,34.537534,-116.130921,"Riverside-San Bernardino-Ontario, CA","119,301","120,558","127,900","134,037","142,687","149,059",23,"115,863","114,642","119,358","122,408","127,354","130,716",-1.1,4.1,2.6,4,2.6,96,-0.07,0.45,0.23,0.18,-0.8,0.37,0.06,0.74,0.16,0.58,0.21,0.05,0.48,4224851,4243788,4299091,4342166,4379397,4428390,4475437,4527837,70612017093,374752982,27263.453,144.693,34.537534,-116.130921
40220,37.286226,-79.946935,"Roanoke, VA","13,425","13,826","14,090","14,357","15,086","15,309",157,"13,166","13,213","13,200","13,167","13,472","13,418",0.4,-0.1,-0.2,2.3,-0.4,285,0.03,0.43,-0.74,-0.06,(D),(D),-0.06,-0.81,(D),0.28,-0.06,(D),0.09,308707,308641,309344,310850,312400,313418,314089,313698,4839992437,72598010,1868.732,28.03,37.286226,-79.946935
40340,43.949917,-92.335699,"Rochester, MN","9,941","10,491","10,658","11,081","11,475","12,001",181,"9,646","9,972","10,000","10,267","10,534","10,910",3.4,0.3,2.7,2.6,3.6,50,0.08,-0.06,-0.31,-0.13,(D),(D),0.17,1.52,-0.08,1.96,-0.15,0.06,0.14,206877,207178,208531,209603,211584,212562,213707,215884,6415950960,74793849,2477.213,28.878,43.949917,-92.335699
40380,43.148038,-77.523257,"Rochester, NY","50,349","51,839","53,141","52,653","54,445","55,426",56,"49,006","49,194","49,434","48,013","48,388","48,315",0.4,0.5,-2.9,0.8,-0.2,275,-0.02,0.01,0.16,-0.61,0.23,-0.06,0.08,0.4,-0.47,0.12,0.03,-0.01,-0.02,1079671,1080362,1082694,1083350,1084250,1083371,1081280,1078879,8459597611,5126899048,3266.269,1979.507,43.148038,-77.523257
40420,42.331183,-89.042914,"Rockford, IL","12,970","13,701","13,723","14,203","14,569","14,817",159,"12,855","13,199","12,928","13,060","12,947","12,919",2.7,-2.1,1,-0.9,-0.2,280,0.03,0.04,-0.9,-0.09,-0.23,0.18,0.37,0.17,-0.14,0.64,-0.04,-0.07,-0.18,349431,349233,347788,345736,344647,342345,340658,339376,2056847303,18446904,794.153,7.122,42.331183,-89.042914
40580,35.941045,-77.798549,"Rocky Mount, NC","6,202","5,953","6,033","6,031","6,435","6,154",268,"6,008","5,558","5,510","5,375","5,608","5,260",-7.5,-0.9,-2.5,4.3,-6.2,374,0.04,0.08,-0.06,-5.61,-0.16,-0.04,0.38,-0.19,-0.2,-0.56,-0.04,0.07,0.07,152392,152445,151793,150986,149990,149220,147750,147323,2708235069,9748791,1045.655,3.764,35.941045,-77.798549
40660,34.263677,-85.21373,"Rome, GA","3,242","3,380","3,497","3,598","3,707","3,819",359,"3,161","3,228","3,278","3,294","3,317","3,362",2.1,1.6,0.5,0.7,1.4,183,-0.45,-0.13,0.21,0.19,-0.25,0.42,0.07,0.71,0.03,0.51,-0.03,0.04,0.05,96317,96423,96214,96065,96006,96061,96303,96560,1320694741,22123843,509.923,8.542,34.263677,-85.21373
40900,38.789678,-121.00575,"Sacramento--Roseville--Arden-Arcade, CA","97,496","100,316","104,555","109,404","115,355","122,218",34,"94,869","95,590","97,640","99,965","103,006","107,127",0.8,2.1,2.4,3,4,35,0.03,0.44,-0.56,0.11,0.58,0.31,0.04,0.94,0.89,0.29,0.15,0.07,0.7,2149127,2154527,2174815,2193741,2214570,2240391,2267588,2296418,13195191548,548573735,5094.692,211.806,38.789678,-121.00575
40980,43.328267,-84.05541,"Saginaw, MI","7,284","7,462","7,644","7,764","7,950","8,244",226,"7,200","7,215","7,274","7,213","7,159","7,302",0.2,0.8,-0.8,-0.8,2,152,-0.22,0.14,1.07,-0.04,0.35,0.3,0.71,-0.45,-0.28,0.26,0.06,0.11,0,200169,199916,198838,198352,196785,195252,193290,192326,2073181634,40159719,800.46,15.506,43.328267,-84.05541
41060,45.593031,-94.488363,"St. Cloud, MN","7,865","8,259","8,539","9,056","9,319","9,949",203,"7,612","7,794","7,901","8,229","8,306","8,749",2.4,1.4,4.1,0.9,5.3,13,(D),(D),0.27,0.2,0.19,0.04,0.26,3.34,0.33,0.21,0.01,-0.01,0.17,189093,189218,190154,190695,191645,192925,194680,195644,4535657122,134115189,1751.227,51.782,45.593031,-94.488363
41100,37.262531,-113.4878,"St. George, UT","3,598","3,712","3,955","4,239","4,690","5,129",312,"3,522","3,548","3,707","3,882","4,163","4,443",0.7,4.5,4.7,7.2,6.7,5,-0.08,1.3,0.18,0.1,1.28,0.11,(D),0.02,(D),1.29,-0.02,(D),0.23,138115,138443,141541,144613,147628,151857,155450,160245,6285672118,9134289,2426.912,3.527,37.262531,-113.4878
41140,39.834843,-94.783754,"St. Joseph, MO-KS","4,837","5,311","5,610","5,446","5,398","5,433",296,"4,691","4,982","5,149","4,883","4,718","4,645",6.2,3.4,-5.2,-3.4,-1.6,330,-0.06,(D),-0.06,(D),0.39,0.05,-0.04,-0.18,0.08,-0.28,-0.04,0.14,-0.05,127329,127242,127756,127992,127728,127313,126708,126565,4287704814,50998239,1655.492,19.691,39.834843,-94.783754
41180,38.740404,-90.345956,"St. Louis, MO-IL","137,449","142,184","146,334","150,846","156,215","159,888",22,"133,252","134,592","136,156","137,606","139,580","140,712",1,1.2,1.1,1.4,0.8,221,0.02,0.12,-0.22,-0.44,0.19,0.16,0.14,(D),0.44,0.21,-0.12,(D),-0.12,2787701,2790092,2793811,2796903,2800154,2804862,2808330,2807002,20366579725,565384553,7863.581,218.296,38.740404,-90.345956
41420,44.903385,-122.901757,"Salem, OR","12,464","12,713","13,132","14,059","15,303","16,076",149,"12,037","12,010","12,152","12,754","13,599","14,038",-0.2,1.2,4.9,6.6,3.2,65,-0.06,0.34,1.04,-0.24,0.35,0.2,0.26,-0.08,0.55,0.46,-0.01,0.08,0.35,390738,391560,393731,396244,398325,402900,409377,418139,4977573456,34719240,1921.852,13.405,44.903385,-122.901757
41500,36.240107,-121.315572,"Salinas, CA","18,531","19,254","20,579","20,949","22,125","22,520",111,"17,010","17,304","18,126","18,331","19,452","19,925",1.7,4.8,1.1,6.1,2.4,117,1.05,0.54,0,-0.15,0.17,-0.15,-0.17,0.06,0.45,0.07,0.02,0.04,0.49,415057,416415,421157,425799,428064,429902,432007,435232,8496731189,1270747397,3280.606,490.638,36.240107,-121.315572
41540,38.399521,-75.478262,"Salisbury, MD-DE","13,666","13,952","15,130","16,247","16,801","17,613",135,"13,229","13,165","13,986","14,744","15,003","15,512",-0.5,6.2,5.4,1.8,3.4,57,0.29,0.25,-0.2,(D),(D),(D),(D),1.3,(D),0.43,0.02,0.12,0.12,373802,374786,378238,381530,384841,389357,394521,400200,5435122260,2080604052,2098.513,803.326,38.399521,-75.478262
41620,40.572787,-112.953137,"Salt Lake City, UT","67,150","70,114","71,636","75,221","80,684","84,826",41,"64,477","65,892","66,175","67,976","71,253","73,424",2.2,0.4,2.7,4.8,3,76,(D),0.38,0.05,0.1,0.66,0.3,(D),(D),(D),0.31,0.07,(D),0.21,1087873,1091689,1107804,1124334,1141510,1152988,1167501,1186187,19901615700,1055940277,7684.057,407.701,40.572787,-112.953137
41660,31.36531,-100.659418,"San Angelo, TX","4,316","4,490","4,828","5,313","5,061","4,839",325,"4,044","4,126","4,379","4,759","4,713","4,505",2,6.1,8.7,-1,-4.4,371,-3.22,-0.04,-0.29,0.51,-0.78,-0.28,-0.35,0.06,-0.13,0.37,-0.16,-0.29,0.17,111823,112280,113381,114993,116466,118273,119488,119943,6665406266,48281360,2573.528,18.642,31.36531,-100.659418
41700,29.43306,-98.606973,"San Antonio-New Braunfels, TX","87,544","93,331","101,348","110,299","112,171","116,538",35,"83,814","88,033","93,734","100,487","106,032","109,348",5,6.5,7.2,5.5,3.1,72,-0.49,0.1,0.75,0.03,(D),(D),0.27,0.79,0.49,0.44,0.04,0.06,0.14,2142508,2153229,2194063,2237381,2281831,2331197,2381703,2429609,18939886213,150518692,7312.731,58.116,29.43306,-98.606973
41740,33.023604,-116.776117,"San Diego-Carlsbad, CA","183,311","189,294","198,546","205,090","210,679","215,343",17,"179,174","181,381","186,894","189,206","189,998","190,656",1.2,3,1.2,0.4,0.3,248,0,0.3,0.19,-0.71,0.14,0.02,0.36,-0.57,-0.23,0.26,0.08,0.07,0.45,3095313,3104346,3140692,3181513,3218419,3258856,3290245,3317749,10895227071,826282961,4206.671,319.03,33.023604,-116.776117
41860,37.773718,-122.274432,"San Francisco-Oakland-Hayward, CA","340,757","366,459","385,843","412,423","440,246","470,529",7,"321,282","337,958","350,660","367,608","385,619","406,294",5.2,3.8,4.8,4.9,5.4,12,-0.01,0.14,0.28,0.51,0.17,0.51,0.98,1.56,0.56,0.23,0.12,0.07,0.23,4335391,4345175,4398193,4458646,4521994,4585623,4642227,4679166,6417203879,2456442138,2477.696,948.438,37.773718,-122.274432
41940,36.908472,-121.371372,"San Jose-Sunnyvale-Santa Clara, CA","172,628","181,105","193,840","210,718","236,217","252,487",14,"172,532","178,834","188,663","202,592","223,759","236,855",3.7,5.5,7.4,10.4,5.9,11,0.03,0.37,0.98,0.36,-0.18,0.02,1.27,0.59,1.86,0.29,0.07,0.07,0.12,1836911,1842191,1869027,1895787,1924432,1947922,1968578,1978816,6938387443,40386344,2678.926,15.593,36.908472,-121.371372
42020,35.385226,-120.447542,"San Luis Obispo-Paso Robles-Arroyo Grande, CA","11,413","12,065","13,110","13,407","14,027","14,272",161,"10,891","11,285","12,036","12,025","12,359","12,437",3.6,6.7,-0.1,2.8,0.6,236,0.09,0.57,-0.17,0.56,-0.09,0.1,-0.07,-0.72,-0.47,0.24,0.07,0.09,0.42,269637,269909,271176,274487,276191,278877,280960,282887,8548549787,815580311,3300.614,314.897,35.385226,-120.447542
